Flow Duration,Fwd IAT Mean,Bwd IAT Mean,Fwd IAT Std,Bwd IAT Std,SYN Flag Count,ACK Flag Count,Label
10948,2514.5,3602.0,1255.539857325658,2646.6316328495736,2,8,0
25486,6225.0,8451.666666666668,6532.853026562489,9801.163621393805,2,8,0
10110,2326.25,3338.0,1330.035682478732,2998.745904540763,2,8,0
31896,7870.5,10592.333333333334,5725.283137103352,7810.113720896344,2,8,0
19761,4743.25,6545.333333333333,5772.608386451772,7989.272828820739,2,8,0
8316,1971.75,2746.0,834.9748000189387,1804.100606950732,2,8,0
11807,2841.5,3860.0,1785.3400236369541,3319.4577870489634,2,8,0
12704,2712.0,4153.666666666667,1349.8046772280302,3479.6945747196455,2,8,0
9525,2239.5,3136.666666666667,1146.0740232055985,2374.230893012163,2,8,0
12873,3087.5,4253.0,1138.1817370994258,2704.5125253915908,2,8,0
11838,2823.0,3910.6666666666665,717.3859955886138,2149.5195587231424,2,8,0
